dc8e99bb-f021-44e4-8c60-213405ee156a	147.0290
41e96482-bc24-4a1a-8ef2-8ef4d525ad40	33.7969
12c95903-cae1-4f9f-97c7-05ab05f4fd7f	260.7768
c69e8ef1-57a7-439a-9b05-66f14b019322	60.9561
db5e9553-ca85-4dcd-9229-2ac1ba208d52	93.9389
f51ce896-53bf-4f3b-ac5f-a499b84a7add	294.6190
0344d3bb-8bb2-459e-bc1f-ba31c7470d08	154.2816
754343b4-f9f5-478a-a076-2791b8857c3e	49.2903
3aa81439-d4cc-41ef-9568-e6a11c8b1b52	21.5864
975121d2-ba5d-4b2c-bd50-278311c7144a	134.2733
cb061496-b611-48bb-9484-c6ca07f9951e	280.3047
d3d249ab-0483-4e9c-99f3-07afb5b6dabc	332.4942
a4b8b2f2-6a56-4999-bd95-c2c8e4aa3bd0	146.6590
27450388-ffc7-4812-b5b4-9819b0a74a0b	106.0545
119e7a6c-7fd1-4a2d-bfdc-35cb13d39414	171.9645
6d4fc521-df92-4d04-8118-d363ac31bfa8	109.2320
c3e2e99a-537a-4263-a835-fef5ed2c3588	94.3439
ba8aebd8-07de-46c0-a28f-b2408c36f07f	85.8120
6525f4e0-ba79-4576-89b3-df0ab6e45309	106.3884
12272d02-341e-43a2-aa23-7232a8dde730	214.4918
864c2830-c699-433c-bcba-20f0c692854a	213.5512
c2accf79-6461-4082-b201-c6f881dc6ea2	250.6510
b7006975-82c2-4fcc-855d-5ef024ef3d4f	304.4565
df504497-a30e-4a11-a62f-dcb46e741dfb	48.5061
895ca581-915e-4057-b66a-dc2d5213d7e4	52.0031
648b0d02-f264-4d88-9997-baed8f000a60	419.4115
978939fa-a27f-46ff-9120-7a43e3588b28	147.6233
7d27e93b-f225-4b30-91b7-5b968d04d783	99.3715
b5c6258a-8591-4f96-81d5-8ecc931b57a8	55.5517
7f9624e7-0e7b-4a2b-8413-1737f0f7c1d0	152.5430
320660cd-100a-4f5a-a604-4de3ced7f042	232.6670
51054c11-8e2f-4f52-bdaf-ebb515508a28	76.8876
fb60fc57-836c-42e1-bc96-042b82d1a878	125.1911
9940e2a8-6a68-4482-a1bc-2a6edb7d52cd	200.8017
1c5de7db-7e05-4289-ace6-b59b6e2392e7	202.0892
cb6a3198-2662-4150-bee9-51b692968209	26.3535
7bc6d1c2-7d78-4b67-9c0d-8a836047f721	144.5748
c140ee8e-c45f-47fb-b214-c3c8cdde972e	67.3181
765f26d4-120a-459d-90c7-74a8532b407c	96.1991
eb29ba2f-e237-403c-ab72-a5dfae705b05	126.3278
7abd9747-a947-4b15-b51c-c82cda9f065c	72.0202
1ab1279d-7ccd-4450-8de8-9987bf6627dd	36.3549
ac9d6b6d-37e9-44ca-9f70-0e6351c39341	289.6450
c343f781-c1df-4349-aab3-f159329a11da	110.2161
f6582ef5-5f6d-41d7-850a-614257c9e3b2	114.7283
86757083-5e47-423f-91e3-5f2ad6779b27	231.2185
842cb3d6-6ca5-4924-a7bb-98720352b548	51.8464
883bbed6-0216-48c2-9694-5dba83ce65c7	66.7947
347db78b-ddfc-46ed-9fe4-0ca52ac432ef	151.8934
46ef57a2-e2ce-4ffe-9ce8-c043c6065863	134.9683
7b3f1e0a-2d0a-40a6-9ccd-deb403fd2f16	136.2964
62560d5c-0cae-4fc7-820a-9c1236eb2c80	111.3361
ce886e9b-2167-486f-8d8a-d4fec39d86c9	139.3256
1d7b2b60-11d7-4803-8c7f-45fc6ce45a25	373.0318
49453e81-56b8-43b7-b56f-6195038a1142	197.8869
cc640c34-516e-4cd8-a32c-d6f9b856696d	184.5917
e585878b-98af-4e3f-b03c-6b5a4e7a202c	185.2336
ad62355a-f287-49b2-84a9-64c0f5847c20	97.6352
94d8b11e-0198-4f40-987a-44691b3b03fa	162.0289
c48eecc3-0099-4dd4-b319-f13ad65bdc7e	77.9651
e6629c88-a050-41ed-afe7-e74255f4d3b1	172.2753
3baa9c28-dfb3-4ec3-9e3c-1d2f1421b00f	185.4622
41f852c7-01e8-46b3-8082-da2e00a4ef9d	40.6737
45d4b468-9089-46fd-8b5e-ad80a5148abd	81.1609
7666bfbe-6803-4b5d-b3b4-e9069fc4bea5	304.5404
5d65e761-0cb3-4e52-b14f-79be5850dba4	115.9145
ad6ae9d2-c6f5-4686-9b3c-45ea130493f3	138.6831
9a6d8661-241e-4a3e-a6fa-e2eb1962b758	75.1289
b7b898c7-f63f-43d3-864a-406e842db2fe	3.8939
2281a9d6-bd48-418a-9ad1-04b06a251e47	191.2915
e4bb1f41-bf42-43f3-aba5-98f3a02a7e03	76.8616
caa4bc15-6e54-4d5e-9d91-c25e800b71b9	198.0397
48d5fe32-37ca-4717-af64-1343a3561849	706.7109
5a37129a-9672-4fda-8576-e7de1db7b2c2	61.7670
38ec487d-0a4a-4287-9c14-4bfdb959b402	119.1768
091d2c9e-a8cb-4212-a434-7c7d4fd75f7b	137.0214
09f9f414-db5b-4b54-9e8e-234bf9d7c678	332.3782
a5e1a78c-7e7a-41e8-8c45-872028f6b5a0	204.5226
05fa4573-6ca5-40dc-a48b-ec847b7c58ad	51.4986
bbb70a6e-a91c-4c67-9ec0-b33185ab4f8d	88.2971
5caf3127-967f-4d07-b49d-7126728e2048	182.0794
db61f20e-e44a-4992-a9f6-b54fc2dedfb6	66.3025
bd820f5e-c8fd-4af5-b81c-2c51715cd759	255.3765
63a884f4-0d20-4cb5-b485-72e066b6490f	2.2243
023a34d9-c000-4053-b695-5b984b4a6fc1	135.8207
b45e937f-da60-4259-8fa2-e64ee4fdbe95	153.8629
15998b11-5041-4e2d-94d9-cf714c796c13	295.8639
d8334fd5-d042-48b4-95f5-4d5e3c5166e9	165.2977
d00354a6-0cdd-42c0-8d0c-1f87f4fdc843	144.8169
593e91b8-cbcd-4dbf-95ed-9dce881a430b	148.3234
4c37a5fe-812f-42ac-aa56-259b31df6894	418.3205
656fd74d-49d8-40a5-8eb9-dac0fbe4ea2d	167.1716
360ebab8-859c-4286-b613-befa0fa306f0	178.8651
0869efb9-b167-45af-8b2c-67433e39baad	228.4241
2a7831f2-aa57-4e6f-92b3-0a7a727d5637	73.9522
472406b3-cc1a-407e-bf38-a79046cfa952	44.3198
f93cc1fb-b3d9-4b1e-94bf-54e40b505b34	170.6587
ed3bcbbc-0f04-415f-a083-e34cefa9e310	27.5579
ef2621f5-ec61-42ee-879f-9d7615372a5e	11.8711
7a176670-7636-4329-951b-c118b816cfca	260.7618
bdae198f-aedf-46cc-8156-c1ec37eac88f	86.3302
15a57d06-841c-473e-b89e-389f1df3504a	198.5831
f7c8bdd7-48f6-4ecd-a4ae-78ffcb2fb28d	207.2298
9f0a9ce9-6258-4a82-84c1-dc017a7eb760	194.0758
775f63d2-d752-4d68-abc1-129fce5c3301	78.3581
a35c257e-f8b8-4d58-8ecb-92b1b0bc59f3	223.9271
f201ba16-5cb7-42d0-9865-e413fffa3532	93.3546
c2371da5-868b-4788-91ec-c9d4bd8d8085	152.3270
de18a680-86a5-4319-a332-42227d490aa5	2.3986
9ffe0bdc-838e-4715-8fd3-31f032c8f46e	387.0599
9796354a-6ac6-466b-a82b-f1e9785bc447	515.3424
169b5555-f64c-4bbd-9c07-af0c42ddb6aa	51.1688
269a7c8d-f4d6-4f1a-a85b-874934f214b9	229.5268
df86c451-62c7-43bc-9b11-463181a5a98a	150.7721
ca34be5f-799c-4df4-af91-ec8a9e958d6c	630.4263
de38d138-723c-4256-98f4-2788f7cf1e87	437.6417
40e350a6-fda3-43ff-9405-bda7a7c534ae	72.0115
8e510682-b05c-4792-a149-d713db6d082d	0.3002
69a379e5-c8ba-43ed-b267-bad111c851fb	129.0355
5695292b-7c39-4ee6-94e8-987f4a456635	172.8923
371fd35f-eb3c-4346-8197-8ecf4c9ce220	2.5761
89bf9c33-c1b4-4786-821f-802cf36eed43	162.8833
2bf191f1-b880-427e-996c-0e75df13d738	48.1901
0b73f593-b6e8-4897-9b9b-f09e65e436b7	402.6764
e1a4e922-876b-45d1-8fb6-5d39dbf6ff60	126.9954
231aa983-3ef3-476b-bdb3-bab9d66f71e6	173.2096
7429ab01-a223-4be3-9b41-99100ea06d99	2.2599
6bec00ac-81d0-4f29-bb4d-99102992914c	244.2796
8dbb93bd-bf45-4148-acdb-6609d5c4a1e3	192.0217
4f00f94a-f0db-4840-a230-3bc9866bc184	191.5415
64c35a37-5b92-4e2e-831d-9bbe50401dd5	135.9533
